"Country or Area","Year(s)","Variant","Value"
"Montenegro","2090","Instant replacement","635.778"
"Montenegro","2090","Low variant","265.009"
"Montenegro","2090","Medium variant","442.631"
"Montenegro","2090","No change (Const. Fer.&Mor.&Zero migration)","437.511"
"Montenegro","2090","Zero migration (Medium)","488.648"
"Montenegro","2085","Const. mortality (Medium)","404.546"
"Montenegro","2085","Constant-fertility scenario","462.482"
"Montenegro","2085","High variant","675.914"
"Montenegro","2085","Instant replacement","633.572"
"Montenegro","2085","Low variant","289.242"
"Montenegro","2085","Medium variant","454.631"
"Montenegro","2085","No change (Const. Fer.&Mor.&Zero migration)","452.511"
"Montenegro","2085","Zero migration (Medium)","499.692"
"Montenegro","2080","Const. mortality (Medium)","419.643"
"Montenegro","2080","Constant-fertility scenario","476.598"
"Montenegro","2080","High variant","665.601"
"Montenegro","2080","Instant replacement","631.619"
"Montenegro","2080","Low variant","315.202"
"Montenegro","2080","Medium variant","467.783"
"Montenegro","2080","No change (Const. Fer.&Mor.&Zero migration)","468.125"
"Montenegro","2080","Zero migration (Medium)","511.48"
"Montenegro","2075","Const. mortality (Medium)","436.194"
"Montenegro","2075","Constant-fertility scenario","491.389"
"Montenegro","2075","High variant","657.376"
"Montenegro","2075","Instant replacement","630.416"
"Montenegro","2075","Low variant","342.318"
"Montenegro","2075","Medium variant","481.93"
"Montenegro","2075","No change (Const. Fer.&Mor.&Zero migration)","484.378"
"Montenegro","2075","Zero migration (Medium)","523.849"
"Montenegro","2070","Const. mortality (Medium)","454.042"
"Montenegro","2070","Constant-fertility scenario","506.646"
"Montenegro","2070","High variant","651.553"
"Montenegro","2070","Instant replacement","630.476"
"Montenegro","2070","Low variant","370.041"
"Montenegro","2070","Medium variant","496.806"
"Montenegro","2070","No change (Const. Fer.&Mor.&Zero migration)","501.148"
"Montenegro","2070","Zero migration (Medium)","536.52"
"Montenegro","2065","Const. mortality (Medium)","472.8"
"Montenegro","2065","Constant-fertility scenario","522.003"
"Montenegro","2065","High variant","647.655"
"Montenegro","2065","Instant replacement","631.809"
"Montenegro","2065","Low variant","397.924"
"Montenegro","2065","Medium variant","511.984"
"Montenegro","2065","No change (Const. Fer.&Mor.&Zero migration)","518.105"
"Montenegro","2065","Zero migration (Medium)","549.062"
"Montenegro","2060","Const. mortality (Medium)","491.968"
"Montenegro","2060","Constant-fertility scenario","537.038"
"Montenegro","2060","High variant","644.664"
"Montenegro","2060","Instant replacement","633.713"
"Montenegro","2060","Low variant","425.715"
"Montenegro","2060","Medium variant","527.057"
"Montenegro","2060","No change (Const. Fer.&Mor.&Zero migration)","534.732"
"Montenegro","2060","Zero migration (Medium)","561.08"
"Montenegro","2055","Const. mortality (Medium)","511.069"
"Montenegro","2055","Constant-fertility scenario","551.602"
"Montenegro","2055","High variant","641.89"
"Montenegro","2055","Instant replacement","635.42"
"Montenegro","2055","Low variant","453.443"
"Montenegro","2055","Medium variant","541.928"
"Montenegro","2055","No change (Const. Fer.&Mor.&Zero migration)","550.549"
"Montenegro","2055","Zero migration (Medium)","572.534"
"Montenegro","2050","Const. mortality (Medium)","530.052"
"Montenegro","2050","Constant-fertility scenario","565.794"
"Montenegro","2050","High variant","639.629"
"Montenegro","2050","Instant replacement","636.622"
"Montenegro","2050","Low variant","481.049"
"Montenegro","2050","Medium variant","556.777"
"Montenegro","2050","No change (Const. Fer.&Mor.&Zero migration)","565.507"
"Montenegro","2050","Zero migration (Medium)","583.705"
"Montenegro","2045","Const. mortality (Medium)","548.947"
"Montenegro","2045","Constant-fertility scenario","579.711"
"Montenegro","2045","High variant","638.829"
"Montenegro","2045","Instant replacement","637.802"
"Montenegro","2045","Low variant","507.989"
"Montenegro","2045","Medium variant","571.616"
"Montenegro","2045","No change (Const. Fer.&Mor.&Zero migration)","579.835"
"Montenegro","2045","Zero migration (Medium)","594.702"
"Montenegro","2040","Const. mortality (Medium)","567.101"
"Montenegro","2040","Constant-fertility scenario","592.728"
"Montenegro","2040","High variant","639.589"
"Montenegro","2040","Instant replacement","639.543"
"Montenegro","2040","Low variant","532.93"
"Montenegro","2040","Medium variant","585.605"
"Montenegro","2040","No change (Const. Fer.&Mor.&Zero migration)","593.427"
"Montenegro","2040","Zero migration (Medium)","604.98"
"Montenegro","2035","Const. mortality (Medium)","583.608"
"Montenegro","2035","Constant-fertility scenario","604.098"
"Montenegro","2035","High variant","641.015"
"Montenegro","2035","Instant replacement","641.944"
"Montenegro","2035","Low variant","555.102"
"Montenegro","2035","Medium variant","597.915"
"Montenegro","2035","No change (Const. Fer.&Mor.&Zero migration)","605.491"
"Montenegro","2035","Zero migration (Medium)","613.688"
"Montenegro","2030","Const. mortality (Medium)","597.487"
"Montenegro","2030","Constant-fertility scenario","613.018"
"Montenegro","2030","High variant","641.178"
"Montenegro","2030","Instant replacement","643.443"
"Montenegro","2030","Low variant","574.36"
"Montenegro","2030","Medium variant","607.757"
"Montenegro","2030","No change (Const. Fer.&Mor.&Zero migration)","615.007"
"Montenegro","2030","Zero migration (Medium)","620.015"
"Montenegro","2025","Const. mortality (Medium)","608.205"
"Montenegro","2025","Constant-fertility scenario","619.158"
"Montenegro","2025","High variant","638.648"
"Montenegro","2025","Instant replacement","642.328"
"Montenegro","2025","Low variant","591.114"
"Montenegro","2025","Medium variant","614.882"
